word,frequency
generic,2
biologic,2
guideline,2
drug,2
long,2
fda,1
reconsider,1
washington,1
food,1
administration,1
issue,1
await,1
like,1
insulin,1
human,1
growth,1
hormone,1
agency,1
say,1
letter,1
public,1
thursday,1
