word,frequency
speak,2
angry,1
stuff,1
henry,1
rollin,1
lot,1
mind,1
issue,1
affect,1
world,1
plus,1
get,1
band,1
tour,1
book,1
project,1
occasional,1
act,1
role,1
weekly,1
radio,1
new,1
television,1
program,1
independent,1
film,1
channel,1
afraid,1
