word,frequency
packer,2
favre,2
announce,2
saturday,2
plan,1
milwaukee,1
brett,1
schedule,1
news,1
conference,1
morning,1
family,1
spokeswoman,1
say,1
expect,1
return,1
play,1
green,1
bay,1
season,1
