word,frequency
word,2
er,1
divorce,1
detroit,1
eminem,1
finesse,1
rocket,1
hip,1
hop,1
superstardom,1
offer,1
thursday,1
response,1
comment,1
radio,1
estranged,1
wife,1
kim,1
fail,1
second,1
marriage,1
