word,frequency
air,2
controller,2
arrest,2
colorado,2
ex,1
bombing,1
fire,1
traffic,1
suspect,1
planting,1
bomb,1
home,1
co,1
worker,1
month,1
utah,1
police,1
announce,1
thursday,1
