word,frequency
thai,2
rally,2
thaksin,2
toast,1
exit,1
opponent,1
prime,1
minister,1
shinawatra,1
gather,1
celebrate,1
departure,1
office,1
importantly,1
remind,1
nation,1
pledge,1
seek,1
post,1
