word,frequency
bombing,1
near,1
najaf,1
shrine,1
kill,1
iraqi,1
consider,1
prime,1
suspect,1
2005,1
kidnapping,1
italian,1
journalist,1
guiliana,1
sgrena,1
seek,1
question,1
assassination,1
attempt,1
capture,1
multinational,1
military,1
force,1
iraq,1
say,1
statement,1
thursday,1
