word,frequency
gold,2
cap,2
drug,2
tooth,2
fed,1
seek,1
seize,1
dealer,1
tacoma,1
wash,1
talk,1
take,1
bite,1
crime,1
government,1
lawyer,1
try,1
remove,1
know,1
grill,1
grillz,1
mouth,1
man,1
face,1
charge,1
