word,frequency
ort,1
washington,1
hand,1
wringing,1
capitol,1
hill,1
lard,1
bill,1
homestate,1
project,1
late,1
report,1
taxpayer,1
group,1
say,1
lawmaker,1
hit,1
record,1
year,1
