word,frequency
hamas,2
deny,2
ready,2
state,2
solution,2
khan,1
youni,1
gaza,1
official,1
report,1
friday,1
new,1
government,1
israel,1
present,1
proposal,1
palestinian,1
president,1
mahmoud,1
abbas,1
