word,frequency
thousand,2
audition,2
sound,2
music,2
london,1
youngster,1
stand,1
line,1
thursday,1
role,1
von,1
trapp,1
child,1
andrew,1
lloyd,1
webber,1
new,1
stage,1
production,1
rodger,1
hammerstein,1
musical,1
