word,frequency
mckinney,2
sorry,1
scuffle,1
officer,1
district,1
columbia,1
grand,1
jury,1
begin,1
hear,1
testimony,1
thursday,1
relate,1
rep,1
cynthia,1
confrontation,1
capitol,1
police,1
source,1
say,1
wednesday,1
