word,frequency
pleo,3
pet,2
meet,1
smart,1
robot,1
refer,1
robotic,1
co,1
inventor,1
caleb,1
chung,1
furby,1
fame,1
quickly,1
set,1
straight,1
designer,1
life,1
form,1
