word,frequency
relay,2
record,2
libby,2
shanghai,2
world,2
correct,1
light,1
lenton,1
anchor,1
4x100,1
medley,1
grab,1
individual,1
gold,1
stellar,1
night,1
australian,1
woman,1
short,1
course,1
swimming,1
championship,1
friday,1
