word,frequency
seed,3
monsanto,2
profit,2
18,2
percent,2
2q,1
440,1
st,1
louis,1
co,1
word,1
big,1
biotech,1
company,1
wednesday,1
say,1
high,1
sale,1
corn,1
recently,1
acquire,1
fruit,1
vegetable,1
business,1
help,1
grow,1
second,1
quarter,1
