word,frequency
mosque,2
dozen,1
dead,1
attack,1
suicide,1
bomber,1
strike,1
shiite,1
affiliate,1
major,1
political,1
party,1
baghdad,1
kill,1
74,1
people,1
wound,1
136,1
iraqi,1
police,1
say,1
