word,frequency
11,2
jury,1
hear,1
word,1
doom,1
plane,1
rudy,1
giuliani,1
lead,1
new,1
york,1
dark,1
day,1
september,1
terrorist,1
attack,1
witness,1
death,1
penalty,1
trial,1
zacarias,1
moussaoui,1
resume,1
thursday,1
cnn,1
learn,1
