word,frequency
shiite,3
car,2
bomb,2
explode,2
holy,2
city,2
iraq,2
baghdad,1
thursday,1
near,1
sacred,1
shrine,1
najaf,1
kill,1
seven,1
people,1
threaten,1
heighten,1
sectarian,1
tension,1
politician,1
block,1
bid,1
parliament,1
try,1
break,1
deadlock,1
form,1
new,1
government,1
