word,frequency
school,2
tight,1
nutrition,1
standard,1
seek,1
washington,1
lawmakers,1
thursday,1
propose,1
tighten,1
regulation,1
food,1
sell,1
include,1
vend,1
machine,1
snack,1
soda,1
improve,1
eat,1
habit,1
child,1
