word,frequency
stop,2
work,2
elementary,2
school,2
ilet,1
abilene,1
texas,1
bad,1
nightmare,1
come,1
true,1
early,1
week,1
toilet,1
face,1
600,1
wriggle,1
squirm,1
youngster,1
bonham,1
official,1
wednesday,1
morning,1
bus,1
nearby,1
offer,1
use,1
restroom,1
