word,frequency
bison,2
alberta,2
canada,1
study,1
cull,1
large,1
herd,1
calgary,1
october,1
group,1
scientist,1
meet,1
fortress,1
like,1
biological,1
science,1
building,1
university,1
edmonton,1
campus,1
mull,1
good,1
kill,1
500,1
canadian,1
national,1
park,1
