word,frequency
fandango,2
wireless,2
movie,2
ticket,2
call,1
los,1
angeles,1
hollywood,1
reporter,1
firm,1
set,1
announce,1
thursday,1
major,1
carrier,1
easy,1
subscriber,1
use,1
cell,1
phone,1
buy,1
