word,frequency
australia,2
indonesia,2
review,1
visa,1
system,1
immigration,1
department,1
recognize,1
42,1
boat,1
people,1
troubled,1
papua,1
province,1
refugee,1
month,1
sail,1
homeland,1
traditional,1
outrigger,1
banner,1
accuse,1
genocide,1
