word,frequency
man,2
die,2
plunge,2
sewage,2
water,2
honolulu,1
34,1
year,1
old,1
day,1
contaminate,1
waikiki,1
boat,1
harbor,1
contract,1
severe,1
bacterial,1
infection,1
official,1
say,1
friday,1
