word,frequency
ruth,2
babe,1
88,1
year,1
old,1
daughter,1
prepare,1
bond,1
pass,1
sun,1
city,1
ariz,1
julia,1
stevens,1
sit,1
favorite,1
chair,1
tiny,1
pale,1
pink,1
living,1
room,1
happily,1
provide,1
detail,1
dozen,1
picture,1
famous,1
father,1
hang,1
wall,1
