word,frequency
briere,2
winner,2
sabre,2
buffalo,2
hit,1
game,1
ot,1
daniel,1
score,1
twice,1
include,1
47,1
second,1
leave,1
overtime,1
lift,1
victory,1
ottawa,1
senator,1
wednesday,1
night,1
