word,frequency
jury,2
new,2
11,1
victim,1
share,1
heartache,1
jim,1
smith,1
recall,1
meet,1
wife,1
moira,1
fellow,1
police,1
officer,1
brooklynite,1
midtown,1
bar,1
frequent,1
york,1
fine,1
hit,1
despite,1
difference,1
hopelessly,1
embitter,1
yorker,1
