word,frequency
new,4
study,3
obese,3
york,3
child,3
city,2
toddler,1
nyc,1
alarming,1
number,1
poor,1
age,1
accord,1
enrol,1
federal,1
head,1
start,1
anti,1
poverty,1
program,1
find,1
release,1
wednesday,1
department,1
health,1
mental,1
hygiene,1
administration,1
service,1
