word,frequency
woman,2
tell,2
court,2
kach,2
year,2
lost,1
decade,1
tanya,1
24,1
old,1
disappear,1
10,1
testify,1
school,1
security,1
guard,1
allegedly,1
live,1
time,1
threaten,1
get,1
face,1
say,1
leave,1
kill,1
pennsylvania,1
