word,frequency
port,3
lucent,2
alcatel,2
anti,1
deal,1
crusader,1
merger,1
ok,1
washington,1
lead,1
congressional,1
opponent,1
dubai,1
world,1
recent,1
purchase,1
american,1
facility,1
say,1
thursday,1
objection,1
france,1
acquire,1
technologies,1
inc,1
