word,frequency
000,2
allstate,2
buyout,2
offer,2
worker,1
northbrook,1
ill,1
corp,1
employee,1
accept,1
voluntary,1
hundred,1
insurance,1
company,1
expect,1
announce,1
month,1
ago,1
