word,frequency
iraq,3
warn,2
civil,2
war,2
envoy,1
possible,1
baghdad,1
ambassador,1
zalmay,1
khalilzad,1
interview,1
broadcast,1
friday,1
face,1
possibility,1
sectarian,1
effort,1
build,1
national,1
unity,1
government,1
succeed,1
say,1
conflict,1
affect,1
entire,1
middle,1
east,1
