word,frequency
stock,2
student,1
lack,1
basic,1
financial,1
knowledge,1
study,1
test,1
775,1
12th,1
grader,1
37,1
state,1
issue,1
bond,1
high,1
long,1
term,1
return,1
pay,1
taxis,1
interest,1
earn,1
saving,1
account,1
health,1
insurance,1
parent,1
lose,1
job,1
