word,frequency
giuliani,2
11,2
trial,2
testify,1
mayor,1
rudy,1
lead,1
new,1
york,1
dark,1
day,1
september,1
terrorist,1
attack,1
witness,1
death,1
penalty,1
zacarias,1
moussaoui,1
resume,1
today,1
