word,frequency
del,2
ponte,2
report,2
mladic,2
dismiss,1
chat,1
amsterdam,1
belgrade,1
bosnian,1
serb,1
war,1
crime,1
fugitive,1
ratko,1
tell,1
prosecutor,1
carla,1
phone,1
surrender,1
soon,1
total,1
lunacy,1
spokesman,1
say,1
friday,1
