word,frequency
point,3
percent,3
end,2
index,2
stock,1
payroll,1
boost,1
rate,1
concern,1
base,1
late,1
available,1
datum,1
dow,1
jones,1
industrial,1
average,1
96,1
30,1
86,1
unofficially,1
11,1
120,1
20,1
standard,1
poor,1
500,1
13,1
64,1
04,1
295,1
40,1
nasdaq,1
composite,1
22,1
16,1
94,1
339,1
01,1
