word,frequency
poll,2
election,2
islands,1
solomon,1
wednesday,1
foreign,1
troop,1
restore,1
peace,1
year,1
ago,1
follow,1
2001,1
mar,1
armed,1
gang,1
report,1
vote,1
rigging,1
