word,frequency
rebel,2
german,2
colombia,2
colombian,1
free,1
hostage,1
bogota,1
year,1
rosy,1
de,1
hintze,1
secure,1
release,1
husband,1
businessman,1
kidnap,1
large,1
group,1
sell,1
car,1
take,1
loan,1
pay,1
ransom,1
