word,frequency
sweep,2
deadly,1
storm,1
southeast,1
line,1
severe,1
thunderstorm,1
multiple,1
tornado,1
part,1
state,1
friday,1
kill,1
11,1
people,1
leave,1
trail,1
damage,1
north,1
west,1
nashville,1
tennessee,1
authority,1
say,1
