word,frequency
church,3
episcopal,2
get,1
caution,1
flag,1
gays,1
chicago,1
panel,1
address,1
division,1
cause,1
consecration,1
openly,1
gay,1
bishop,1
recommend,1
friday,1
cautious,1
fresh,1
statement,1
apology,1
repentance,1
