word,frequency
house,2
bush,2
libby,2
dispute,1
leak,1
allegation,1
washington,1
white,1
friday,1
choose,1
challenge,1
prosecutor,1
disclosure,1
president,1
george,1
authorize,1
official,1
lewis,1
scooter,1
disclose,1
intelligence,1
iraq,1
2003,1
allege,1
