word,frequency
virginia,3
chase,2
cruiser,2
run,2
gas,2
west,2
end,1
martinsburg,1
va,1
woman,1
steal,1
state,1
police,1
lead,1
officer,1
high,1
speed,1
county,1
car,1
capture,1
