word,frequency
tornado,2
kill,2
storm,1
line,1
severe,1
thunderstorm,1
multiple,1
sweep,1
part,1
state,1
friday,1
people,1
leave,1
trail,1
damage,1
north,1
west,1
nashville,1
tennessee,1
authority,1
say,1
