word,frequency
giuliani,2
war,2
juror,1
see,1
grip,1
videotape,1
plane,1
crash,1
world,1
trade,1
center,1
people,1
jump,1
death,1
nation,1
trial,1
september,1
11,1
attack,1
resume,1
thursday,1
new,1
york,1
mayor,1
rudy,1
describe,1
horror,1
witness,1
stand,1
battle,1
