word,frequency
69,2
djibouti,2
sink,2
dead,1
ship,1
djiboutian,1
boat,1
carry,1
250,1
people,1
annual,1
religious,1
pilgrimage,1
thursday,1
kill,1
country,1
bad,1
recent,1
tragedy,1
authority,1
say,1
