word,frequency
bond,2
hardly,2
see,1
little,1
hit,1
giant,1
win,1
san,1
francisco,1
barry,1
stroll,1
clubhouse,1
take,1
swing,1
utter,1
word,1
personal,1
videographer,1
teenage,1
son,1
trail,1
