word,frequency
mosque,3
baghdad,2
kill,2
74,2
suicide,2
bomber,2
attack,2
shiite,2
massive,1
blast,1
today,1
people,1
wound,1
136,1
accord,1
iraqi,1
official,1
occur,1
buratha,1
close,1
tie,1
supreme,1
council,1
islamic,1
revolution,1
iraq,1
large,1
political,1
movement,1
wear,1
vest,1
