word,frequency
shell,2
oilfield,2
restart,2
soon,2
nigerian,2
hope,1
nigeria,1
ea,1
paris,1
royal,1
dutch,1
hop,1
small,1
firm,1
exploration,1
production,1
chief,1
say,1
friday,1
month,1
rebel,1
halt,1
quarter,1
output,1
