word,frequency
attorney,2
call,1
damage,1
vioxx,1
verdict,1
undivided,1
attention,1
merck,1
jerry,1
kristal,1
plaintiff,1
john,1
mcdarby,1
say,1
start,1
punitive,1
phase,1
trial,1
atlantic,1
city,1
new,1
jersey,1
