word,frequency
battery,2
virus,1
train,1
build,1
tiny,1
result,1
nanowire,1
minuscule,1
lithium,1
ion,1
electrode,1
turn,1
power,1
small,1
machine,1
researcher,1
report,1
friday,1
issue,1
journal,1
science,1
